"REINA BEATRIX INTL","TNCA","12.501389:-70.015221"
"MC PHERSON","KZ","38.352436:-97.691330"
"CINCINNATI BLUE ASH","KZ","39.246694:-84.388972"
"TOMLINSON FLD","KZ","47.696386:-99.131228"
"SEDALIA MEM","KZ","38.707406:-93.175908"
"LAKEWAY AIRPARK","KZ","30.357492:-97.994467"
"SAINT JOHN THE BAPTIST PARISH","KZ","30.087000:-90.582583"
"BAGDAD","KZ","34.595852:-113.170194"
"MONTEREY PENINSULA","KMRY","36.587000:-121.842944"
"ERIC MARCUS MUNI","KZ","32.450058:-112.867378"
"ALEXANDER FLD SOUTH WOOD CO","KZ","44.360339:-89.838969"
"SYRACUSE HANCOCK INTL","KSYR","43.111187:-76.106311"
"BOONE MUNI","KZ","42.049569:-93.847600"
"REAL CO","KZ","29.745501:-99.760892"
"CTS STACY","KZ","30.133539:-98.383631"
"HAIGH FLD","KZ","39.721241:-122.146650"
"CLERMONT CO","KZ","39.078397:-84.210208"
"LAMPASAS","KZ","31.106194:-98.195894"
"MONTGOMERY CO AIRPARK","KZ","39.168336:-77.166000"
"PERRY STOKES","KZ","37.259377:-104.340675"
"CHALLIS","KZ","44.522978:-114.217564"
"ROCHESTER INTL","KRST","43.908283:-92.500014"
"JULIAN CARROLL","KZ","37.593861:-83.317250"
"YAMPA VALLEY","KZ","40.481181:-107.217660"
"FLYING W","KZ","39.934278:-74.807250"
"WEISER AIR PARK","KZ","29.935211:-95.639606"
"TOWN OF SPRINGERVILLE MUNI","KZ","34.135444:-109.310025"
"PINE HILL MUNI","KZ","31.966816:-87.583333"
"KEY WEST NAS","KNQX","24.575834:-81.688889"
"KICKAPOO DOWNTOWN","KZ","33.857839:-98.490400"
"FLORALA MUNI","KZ","31.042475:-86.311561"
"CHICAGO MIDWAY INTL","KMDW","41.785972:-87.752417"
"HABERSHAM CO","KZ","34.499892:-83.556692"
"SPANISH FORK SPRINGVILLE","KZ","40.141621:-111.661311"
"LA GRANDE UNION CO","KZ","45.290222:-118.007110"
"YUMA MUNI","KZ","40.104153:-102.712986"
"NORMAN Y MINETA SAN JOSE INTL","KSJC","37.362600:-121.929022"
"RUSSELLVILLE RGNL","KZ","35.259147:-93.093267"
"SPRUCE CREEK","KZ","29.080167:-81.046667"
"LEA CO RGNL","KZ","32.687528:-103.217028"
"CHATHAM MUNI","KZ","41.688400:-69.989522"
"MIDDLETON FLD","KZ","31.415800:-87.044044"
"CAMDENTON MEM","KZ","37.973967:-92.691183"
"NORTHEAST PHILADELPHIA","KZ","40.081944:-75.010586"
"DENVER INTL","KDEN","39.861656:-104.673178"
"ATLANTA MUNI","KZ","45.000008:-84.133336"
"LEE GILMER MEM","KZ","34.272628:-83.830222"
"PHILADELPHIA INTL","KPHL","39.871944:-75.241139"
"MT CARMEL MUNI","KZ","38.606547:-87.726694"
"SULPHUR SPRINGS MUNI","KZ","33.159833:-95.621139"
"FREDONIA","KZ","37.579214:-95.837761"
"KENTLAND MUNI","KZ","40.758733:-87.428219"
"EDGEMONT MUNI","KZ","43.295250:-103.843533"
"PITCOCK ROSILLOS MOUNTAIN RANCH","KZ","29.482419:-103.164892"
"SUSANVILLE MUNI","KZ","40.375694:-120.572694"
"MEXICO MEM","KZ","39.157513:-91.818268"
"MALVERN MUNI","KZ","34.333317:-92.761500"
"SIOUX GATEWAY COL BUD DAY FLD","KSUX","42.402603:-96.384367"
"MAHLON SWEET FLD","KEUG","44.124583:-123.211972"
"MIDDLE GEORGIA RGNL","KMCN","32.692850:-83.649211"
"MARTIN FLD","KZ","42.454161:-96.472531"
"ROSEAU MUNI RUDY BILLBERG FLD","KZ","48.856003:-95.697033"
"PEASE INTL TRADEPORT","KPSM","43.077944:-70.823278"
"TRUTH OR CONSEQUENCES MUNI","KTCS","33.236944:-107.271750"
"PALMDALE RGNL USAF PLT 42","KPMD","34.629391:-118.084560"
"CLEVELAND MUNI","KZ","30.356436:-95.008022"
"PERRYVILLE MUNI","KZ","37.868668:-89.862139"
"WHITEMAN","KZ","34.259325:-118.413433"
"KAYENTA","KZ","36.709721:-110.236797"
"QUILLAYUTE","KZ","47.936583:-124.562633"
"LEBANON MUNI","KLEB","43.626111:-72.304194"
"COLD SPRING","KZ","41.705644:-75.287953"
"LITTLEFIELD MUNI","KZ","33.923944:-102.386675"
"ROCHELLE MUNI KORITZ FIELD","KZ","41.893003:-89.078289"
"HAZLEHURST","KZ","31.884656:-82.647389"
"DOWNTOWN","KZ","37.221714:-93.247686"
"BUCHANAN FLD","KZ","37.989667:-122.056889"
"HUTSON FLD","KZ","48.404694:-97.370944"
"RAY S MILLER AAF","KZ","46.091203:-94.360539"
"SHIVELY FLD","KZ","41.444858:-106.823528"
"SHOW LOW RGNL","KZ","34.265472:-110.005667"
"NAPPANEE MUNI","KZ","41.446158:-85.934831"
"RANDOLPH AFB","KRND","29.529675:-98.278900"
"ST CHARLES","KZ","38.848660:-90.500119"
"RUSSELLVILLE LOGAN CO","KZ","36.799917:-86.810167"
"ERIE INTL TOM RIDGE FLD","KERI","42.082022:-80.176217"
"CANNON CREEK AIRPARK","KZ","30.153742:-82.666406"
"HUMPHREYS CO","KZ","36.116600:-87.738159"
"GRENADA MUNI","KZ","33.832531:-89.798228"
"WHEELING OHIO CO","KZ","40.175000:-80.646278"
"EL CENTRO NAF","KNJK","32.829222:-115.671667"
"DEXTER RGNL","KZ","45.004139:-69.237028"
"SANDUSKY CITY","KZ","43.454186:-82.849381"
"PORT COLUMBUS INTL","KCMH","39.997972:-82.891889"
"DONEGAL SPRINGS AIRPARK","KZ","40.092206:-76.574356"
"HIGGINS LIPSCOMB CO","KZ","36.105903:-100.025706"
"METROPOLIS MUNI","KZ","37.185886:-88.750611"
"JEROME CO","KZ","42.726681:-114.456644"
"LEWISTON NEZ PERCE CO","KZ","46.374500:-117.015389"
"SIOUX CENTER MUNI","KZ","43.134436:-96.187519"
"PANHANDLE CARSON CO","KZ","35.361694:-101.365083"
"PRYOR FLD RGNL","KZ","34.652667:-86.945361"
"SPIRIT OF ST LOUIS","KSUS","38.662119:-90.652044"
"RIO GRANDE CITY MUNI","KZ","26.424283:-98.846081"
"INDIANAPOLIS EXECUTIVE","KZ","40.030651:-86.251439"
"QUAIL LAKE SKY PARK","KZ","34.767758:-118.731756"
"NEWNAN COWETA CO","KZ","33.311564:-84.769756"
"PUNXSUTAWNEY MUNI","KZ","40.966675:-78.930006"
"DUBUQUE RGNL","KDBQ","42.402000:-90.709472"
"FALCON FLD","KZ","33.460833:-111.728333"
"MONTROSE RGNL","KZ","38.509794:-107.894244"
"DRAKE FLD","KFYV","36.005094:-94.170059"
"SISTERS EAGLE AIR","KZ","44.304562:-121.539211"
"GIDEON MEM","KZ","36.443756:-89.903839"
"GARLAND","KZ","44.806500:-84.276167"
"CRAWFORDSVILLE MUNI","KZ","39.975628:-86.919864"
"GROSSE ILE MUNI","KZ","42.099078:-83.161469"
"AURORA STATE","KZ","45.247139:-122.770056"
"BRADY RANCH","KZ","27.113384:-80.633389"
"REYNOLDS AIRPARK","KZ","29.972464:-81.660922"
"HENRY POST AAF","KFSI","34.649833:-98.402167"
"LA MESA PARK","KZ","36.856969:-104.447764"
"FRANKLIN CO","KZ","36.023344:-78.330272"
"CHORMAN","KZ","38.848447:-75.612428"
"RENTON MUNI","KZ","47.493139:-122.215750"
"HASKELL","KZ","35.832861:-95.667389"
"KIRKSVILLE RGNL","KIRK","40.093500:-92.544917"
"PLYMOUTH MUNICIPAL","KZ","35.808439:-76.759275"
"DAHLGREN USN SFC WAR CNTR","KZ","38.332500:-77.037225"
"PORT MEADVILLE","KZ","41.626528:-80.214728"
"GRIFFIN SPALDING CO","KZ","33.226972:-84.274944"
"JOSLIN FLD MAGIC VALLEY RGNL","KTWF","42.481804:-114.487736"
"FERRY CO","KZ","48.718206:-118.656472"
"ALBERTUS","KZ","42.246158:-89.581986"
"PISECO","KZ","43.453403:-74.517650"
"MANISTEE CO BLACKER","KZ","44.272419:-86.246919"
"PRINCETON MUNI","KZ","45.559868:-93.608217"
"HEMPHILL CO","KZ","35.895309:-100.403640"
"BROOTEN MUNI","KZ","45.499964:-95.112801"
"WRIGHT PATTERSON AFB","KFFO","39.826111:-84.048332"
"EDWARD G PITKA SR","PAGA","64.736178:-156.937417"
"CAPE CANAVERAL AFS SKID STRIP","KXMR","28.467586:-80.566614"
"FOX STEPHENS FLD GILMER MUNI","KZ","32.699000:-94.948861"
"KEE FLD","KZ","37.600444:-81.559278"
"ANDERSON FLD","KZ","48.104870:-119.720614"
"HARRY P WILLIAMS MEM","KZ","29.709547:-91.338978"
"CONCHAS LAKE","KZ","35.364361:-104.181689"
"MADISON MUNI","KZ","38.758889:-85.465528"
"DUBLIN MUNI","KZ","32.068199:-98.325322"
"CHANDLER MUNI","KZ","33.269111:-111.811111"
"BIRCHWOOD","PABV","61.416489:-149.507350"
"NAVASOTA MUNI","KZ","30.371889:-96.113278"
"SQUIRREL CREEK RANCH","KZ","29.264125:-99.350597"
"SELFS","KZ","34.231456:-90.289561"
"BARSTOW DAGGETT","KZ","34.853714:-116.786690"
"CHARLES CITY MUNI","KZ","43.072609:-92.610779"
"MT STERLING MONTGOMERY CO","KZ","38.058139:-83.979583"
"GAINES CO","KZ","32.675336:-102.652661"
"ASHLEY MUNI","KZ","46.023864:-99.352615"
"FLOYD W JONES LEBANON","KZ","37.648328:-92.652431"
"UPTON CO","KZ","31.125147:-102.225414"
"ALLEN PARISH","KZ","30.750278:-92.688333"
"WARROAD INTL SWEDE CARLSON FIELD","KZ","48.941389:-95.348389"
"MINERAL WELLS","KZ","32.781606:-98.060175"
"BERT MOONEY","KBTM","45.954806:-112.497472"
"BELLE FOURCHE MUNI","KZ","44.734207:-103.861992"
"GLENDALE MUNI","KZ","33.526944:-112.295139"
"ATKA","PA","52.220347:-174.206350"
"WINCHESTER RGNL","KZ","39.143522:-78.144444"
"VOYAGER VILLAGE AIRSTRIP","KZ","45.966611:-92.146022"
"MEADOW CREEK","KZ","41.432812:-87.781715"
"MUSTANG BEACH","KZ","27.811833:-97.088750"
"BISHOP MUNI","KZ","27.610310:-97.751942"
"BIG SANDY RGNL","KZ","37.751028:-82.636694"
"MONTGOMERY CO","KZ","35.388194:-79.792817"
"B I R","KZ","46.419689:-94.275276"
"HAMPTON MUNI","KZ","42.723724:-93.226341"
"BEAVER MUNI","KZ","36.798914:-100.529872"
"GILA RIVER MEMORIAL","KZ","33.243382:-111.913090"
"FLETCHER FLD","KZ","34.299711:-90.512317"
"MARION CO RANKIN FITE","KZ","34.117572:-87.998197"
"MC CONNELL AFB","KIAB","37.621853:-97.268192"
"SKY ACRES","KZ","41.707428:-73.738029"
"ESTHERVILLE MUNI","KZ","43.407444:-94.746417"
"NEW ORLEANS NAS JRB","KNBG","29.825333:-90.035000"
"BEAUFORT MCAS","KNBC","32.477411:-80.723161"
"DUPONT LAPEER","KZ","43.066611:-83.272336"
"WHITE CO","KZ","40.708817:-86.766761"
"LAKE WALES MUNI","KZ","27.893806:-81.620389"
"TEXARKANA RGNL WEBB FLD","KTXK","33.453722:-93.991028"
"FLORENCE MUNI","KZ","43.982817:-124.111369"
"CLAREMONT MUNI","KZ","43.370431:-72.368675"
"EDWARDS CO","KZ","29.946919:-100.173856"
"PLATTSBURGH INTL","KZ","44.650944:-73.468139"
"TITUSVILLE","KZ","41.608808:-79.741331"
"PHILLIPS AAF","KAPG","39.466219:-76.168808"
"GUTHRIE COUNTY RGNL","KZ","41.687763:-94.435247"
"HOLLEY NOLF","KZ","30.425278:-86.893890"
"NORTH LITTLE ROCK MUNI","KZ","34.833133:-92.254136"
"MURDO MUNI","KZ","43.851656:-100.712080"
"KENOSHA RGNL","KENW","42.595708:-87.927803"
"BERLIN MUNI","KZ","44.575372:-71.175931"
"MASON CO","KZ","30.732222:-99.184306"
"TUCUMCARI MUNI","KTCC","35.182777:-103.603186"
"MARYLAND","KZ","38.600536:-77.072969"
"BIG CYPRESS","KZ","26.320278:-80.987778"
"ROUNTREE FLD","KZ","34.408234:-86.932950"
"TED STEVENS ANCHORAGE INTL","PANC","61.174361:-149.996361"
"WAUSAU DOWNTOWN","KZ","44.926156:-89.626636"
"LAS VEGAS MUNI","KZ","35.654222:-105.142389"
"HARVARD STATE","KZ","40.651386:-98.079786"
"TERRELL MUNI","KZ","32.709178:-96.267392"
"ILLINOIS VALLEY RGNL","KZ","41.351869:-89.153084"
"ROBERT GRAY AAF","KGRK","31.067250:-97.828917"
"KASTLER COMPRESSOR STATION","KZ","40.989958:-109.196517"
"OAKLAND SOUTHWEST","KZ","42.503117:-83.623717"
"GILLETTE CAMPBELL CO","KZ","44.348917:-105.539361"
"OHIO CO","KZ","37.458325:-86.849953"
"OSWEGO CO","KZ","43.350777:-76.388054"
"MID DELTA RGNL","KZ","33.482880:-90.985614"
"BLACK ROCK","KZ","35.083228:-108.791778"
"WATERBURY OXFORD","KZ","41.478556:-73.135244"
"COLUMBIA OWENS DOWNTOWN","KZ","33.970472:-80.995250"
"THOMASTON UPSON CO","KZ","32.954589:-84.263153"
"WABASH MUNI","KZ","40.761972:-85.798750"
"TAHLEQUAH MUNI","KZ","35.928917:-95.004528"
"PURDUE UNIV","KLAF","40.412317:-86.936900"
"COLUMBIA GORGE RGNL THE DALLES MUNI","KZ","45.618544:-121.167344"
"WHEATON MUNI","KZ","45.780460:-96.543539"
"LUCE CO","KZ","46.311186:-85.457317"
"P K AIRPARK","KZ","35.019861:-79.191002"
"INGALLS MUNI","KZ","37.906967:-100.531260"
"BELLINGHAM INTL","KBLI","48.792750:-122.537528"
"MILLINGTON RGNL JETPORT","KNQA","35.356667:-89.870278"
"BURKE CO","KZ","33.041289:-82.002689"
"BLUE EARTH MUNI","KZ","43.595345:-94.092847"
"ELKINS RANDOLPH CO JENNINGS RANDOLPH","KEKN","38.889444:-79.857139"
"ARLINGTON MUNI","KZ","48.160748:-122.159022"
"PORTLAND MUNI","KZ","40.450761:-84.990081"
"BIRCH CREEK","KZ","44.355547:-88.058433"
"HOLBROOK MUNI","KZ","34.940683:-110.138464"
"CENTRAL MAINE OF NORRIDGEWOCK","KZ","44.715492:-69.866461"
"CHILLICOTHE MUNI","KZ","39.782154:-93.495681"
"CHEHALIS CENTRALIA","KZ","46.677031:-122.982747"
"CHEROKEE MUNI","KZ","36.788039:-98.358464"
"HARTFORD BRAINARD","KHFD","41.736722:-72.649444"
"SOCORRO MUNI","KZ","34.022472:-106.903139"
"BOULDER CITY MUNI","KZ","35.947481:-114.861097"
"NORTH CENTRAL STATE","KZ","41.920764:-71.491381"
"BRANTLEY CO","KZ","31.207433:-81.905814"
"MOBILE RGNL","KMOB","30.691231:-88.242814"
"MOFFETT FEDERAL AFLD","KNUQ","37.416142:-122.049139"
"GOLDENDALE","KZ","45.832075:-120.845275"
"SANTA FE MUNI","KZ","35.617108:-106.089422"
"GNOSS FLD","KZ","38.143611:-122.556100"
"YELLOWSTONE RGNL","KZ","44.520194:-109.023806"
"FENTRESS NALF","KZ","36.695150:-76.135489"
"SOUTHWEST GEORGIA RGNL","KABY","31.535515:-84.194473"
"COLUMBIANA CO","KZ","40.673314:-80.641406"
"MORRISVILLE STOWE STATE","KZ","44.534606:-72.614003"
"HOUGHTON CO MEM","KCMX","47.168417:-88.489061"
"HAGLER AAF","KZ","31.173792:-89.191169"
"ANDERSON MUNI DARLINGTON FLD","KZ","40.108611:-85.613000"
"DELTA MUNI","KZ","39.380639:-112.507714"
"LAVERNE MUNI","KZ","36.744478:-99.908739"
"SALUDA CO","KZ","33.926800:-81.794553"
"WILSON INDUSTRIAL AIR CNTR","KZ","35.770406:-77.969789"
"CORDELL MUNI","KZ","35.297567:-98.967439"
"ALFRED SCHROEDER FLD","KZ","38.343067:-97.214195"
"BARKING SANDS PMRF","PHBK","22.022833:-159.785000"
"EVANS PROPERTIES INC","KZ","27.277822:-80.585889"
"SMYRNA","KMQY","36.008981:-86.520078"
"PRINCETON","KZ","40.399167:-74.658889"
"SHELDON MUNI","KZ","43.208394:-95.833433"
"CAMERON MEM","KZ","39.727561:-94.276375"
"BAMBERG CO","KZ","33.304528:-81.108417"
"DAVISON AAF","KDAA","38.715025:-77.181014"
"HEMET RYAN","KZ","33.733982:-117.022530"
"BEAUREGARD RGNL","KDRI","30.831722:-93.339917"
"BUTLER CO K W SCHOLTER FLD","KZ","40.776925:-79.949725"
"GRAYS CREEK","KZ","34.893692:-78.843531"
"PLATTSMOUTH MUNI","KZ","40.950250:-95.917889"
"NAPLES MUNI","KZ","26.152619:-81.775294"
"ROLLA MUNI","KZ","48.884342:-99.620878"
"PERRY MUNI","KZ","36.385597:-97.277211"
"SAN CLEMENTE ISLAND NALF","KZ","33.022744:-118.588489"
"POTSDAM MUNI","KZ","44.676670:-74.948448"
"SHERIDAN CO","KSHR","44.769194:-106.980278"
"IDAHO FALLS RGNL","KIDA","43.514556:-112.070750"
"PERSON CO","KZ","36.284892:-78.984228"
"NRAO GREEN BANK","KZ","38.430675:-79.825614"
"LIVE OAK CO","KZ","28.362803:-98.116469"
"LLANO MUNI","KZ","30.783722:-98.662028"
"KENMARE MUNI","KZ","48.667583:-102.047594"
"CASTROVILLE MUNI","KZ","29.341922:-98.850900"
"FARIBAULT MUNI","KZ","44.324686:-93.310829"
"BELFAST MUNI","KZ","44.409444:-69.011944"
"DANBURY MUNI","KZ","41.371536:-73.482192"
"PALWAUKEE MUNI","KZ","42.114222:-87.901494"
"BRADSHAW AAF","PHSF","19.760056:-155.553717"
"CORNING MUNI","KZ","36.404231:-90.647925"
"NOGALES INTL","KZ","31.417722:-110.847890"
"CROSBY MUNI","KZ","31.296006:-91.052881"
"RUTHERFORD CO  MARCHMAN FIELD","KZ","35.428222:-81.935078"
"ROCHE HARBOR","KZ","48.612322:-123.138520"
"SEWARD","PAWD","60.126938:-149.418810"
"FRONT RANGE","KZ","39.785250:-104.543139"
"SCHOOLCRAFT CO","KZ","45.974642:-86.171831"
"FERNANDINA BEACH MUNI","KZ","30.611811:-81.461186"
"MACDILL AFB","KMCF","27.849339:-82.521214"
"VAN WERT CO","KZ","40.864722:-84.609444"
"SANDPOINT","KZ","48.299544:-116.560136"
"HESTER MEMORIAL","KZ","34.090394:-82.567908"
"GLASSCOCK FLD","KZ","29.374956:-99.341986"
"MACON FOWER MEM","KZ","39.728708:-92.464456"
"SCOTT AFB MIDAMERICA","KBLV","38.545178:-89.835183"
"GEAUGA CO","KZ","41.449594:-81.062933"
"MINEOLA WISENER FLD","KZ","32.676694:-95.510806"
"GREENWOOD CO","KZ","34.248722:-82.159083"
"WINDOM MUNI","KZ","43.913403:-95.109408"
"RAVALLI CO","KZ","46.251494:-114.125542"
"CLAYTON MUNI","KZ","31.883292:-85.484908"
"MC GRATH","PA","62.952875:-155.605764"
"BERMUDA DUNES","KZ","33.748436:-116.274810"
"FIREBAUGH","KZ","36.859989:-120.464467"
"DIXON MUNI CHARLES R WALGREEN FLD","KZ","41.833700:-89.446214"
"WINDHAM","KZ","41.744041:-72.180275"
"LEWIS UNIVERSITY","KZ","41.607253:-88.096236"
"BAYTOWN","KZ","29.786083:-94.952667"
"GRANT CO","KZ","38.994939:-79.145864"
"HASSELL FIELD","KZ","35.385075:-87.967528"
"AUSTIN MUNI","KZ","43.664993:-92.933386"
"PARKSTON MUNI","KZ","43.379154:-97.971184"
"ST PAUL DOWNTOWN HOLMAN FLD","KSTP","44.934471:-93.060000"
"MOUNT VERNON MUNI","KZ","37.068392:-93.884931"
"OPA LOCKA","KZ","25.907000:-80.278389"
"RUSK CO","KZ","32.141722:-94.851722"
"SWINTON SMITH FLD AT REIDSVILLE MUNI","KZ","32.058971:-82.151722"
"STIGLER RGNL","KZ","35.289106:-95.093897"
"DEL RIO INTL","KZ","29.374208:-100.927158"
"JOSEPHS","KZ","38.637614:-75.355194"
"GRAHAM MUNI","KZ","33.110222:-98.555278"
"BROOKHAVEN LINCOLN CO","KZ","31.605847:-90.409317"
"MC COMB PIKE CO JOHN E LEWIS FLD","KMCB","31.178455:-90.471875"
"HUNTSVILLE MUNI","KZ","36.078214:-93.754831"
"SANDIA AIRPARK ESTATES EAST","KZ","35.094492:-106.167247"
"HENDERSON CITY CO","KZ","37.807839:-87.685689"
"WINSTON FLD","KZ","32.693389:-100.950467"
"CALHOUN CO","KZ","28.654028:-96.681317"
"SOUTHWEST FLORIDA INTL","KRSW","26.536167:-81.755167"
"SKY HARBOR","KZ","46.721861:-92.043439"
"GRAND GLAIZE OSAGE BEACH","KZ","38.110451:-92.680547"
"KIT CARSON COUNTY","KZ","39.242500:-102.285389"
"MOORE CO","KZ","35.237353:-79.391169"
"FORT BENTON","KZ","47.845108:-110.636481"
"GUYMON MUNI","KZ","36.685072:-101.507780"
"NORTH PICKENS","KZ","33.386753:-88.006581"
"FITCH H BEACH","KZ","42.574508:-84.811431"
"KING SALMON","PAKN","58.676778:-156.649278"
"SONORA MUNI","KZ","30.585700:-100.648561"
"ALPINE CASPARIS MUNI","KZ","30.384222:-103.683583"
"HAMMOND NORTHSHORE RGNL","KZ","30.521633:-90.418400"
"MUIR AAF","KMUI","40.434811:-76.569411"
"CHATTANOOGA SKY HARBOR","KZ","34.368700:-98.682064"
"ROCKY MOUNT WILSON RGNL","KRWI","35.856253:-77.891933"
"GRANBURY MUNI","KZ","32.444416:-97.816933"
"EAGLE RIVER UNION","KZ","45.932333:-89.268278"
"DECATUR MUNI","KZ","33.254639:-97.580556"
"INDEPENDENCE MUNI","KZ","42.453598:-91.947617"
"TOMAHAWK RGNL","KZ","45.469139:-89.805694"
"DARKE CO","KZ","40.204417:-84.531917"
"HOT SPRINGS MUNI","KZ","43.368244:-103.388140"
"COCHISE CO","KZ","32.245403:-109.894633"
"DELAWARE CO JOHNSON FLD","KMIE","40.242348:-85.395861"
"MEEKER","KZ","40.048800:-107.885919"
"KAPALUA","PHJH","20.962936:-156.673031"
"NORTHAMPTON","KZ","42.328056:-72.611389"
"COMANCHE RANCH","KZ","28.628036:-100.158956"
"CORRALITOS","KZ","27.111419:-99.422539"
"JOHN F KENNEDY INTL","KJFK","40.639751:-73.778925"
"TREGO WAKEENEY","KZ","39.004452:-99.892899"
"STEPHENS CO","KZ","32.719047:-98.891000"
"PENN YAN","KZ","42.637089:-77.052858"
"TRENTON ROBBINSVILLE","KZ","40.213944:-74.601794"
"CAMP W G WILLIAMS TOTAL FORCE FLD","KZ","40.431894:-111.930770"
"WYNNE MUNI","KZ","35.231603:-90.761550"
"CIRCLE L RANCH","KZ","37.716597:-118.084272"
"EXPRESSWAY AIRPARK","KZ","35.541336:-97.453150"
"OAKRIDGE STATE","KZ","43.752622:-122.502553"
"PICKENS CO","KZ","34.809972:-82.702889"
"KINGSTON ULSTER","KZ","41.985253:-73.964097"
"LOCHRIDGE RANCH","KZ","31.989328:-95.951075"
"CHAUTAUQUA CO DUNKIRK","KZ","42.493336:-79.272041"
"BARNESVILLE BRADFIELD","KZ","40.002417:-81.191825"
"NORMAN CO ADA TWIN VALLEY","KZ","47.260467:-96.400264"
"GREEN CASTLE","KZ","41.755011:-91.727675"
"CHAUTAUQUA CO JAMESTOWN","KZ","42.153389:-79.258036"
"CHEROKEE MUNI","KZ","42.731694:-95.555950"
"BESSEMER","KZ","33.312883:-86.925919"
"HOMESTEAD ARB","KHST","25.488550:-80.383567"
"WATONGA RGNL","KZ","35.864694:-98.420750"
"RIVERSIDE MUNI","KRAL","33.951875:-117.445103"
"RENNER FLD","KZ","39.370621:-101.698992"
"SHERMAN AAF","KFLV","39.368332:-94.914686"
"HUGHES RANCH","KZ","29.043297:-100.584528"
"HAYS RGNL","KZ","38.842211:-99.273172"
"MATHEWS MEM","KZ","41.763355:-91.152936"
"BUTLER CO RGNL","KZ","39.363750:-84.521956"
"MACON MUNI","KZ","33.133458:-88.535597"
"CUDDIHY FLD","KZ","27.721142:-97.512772"
"MORRILTON MUNI","KZ","35.136194:-92.713497"
"HAYWARD EXECUTIVE","KZ","37.659194:-122.121750"
"WALLOPS FLIGHT FACILITY","KZ","37.940194:-75.466389"
"NEVADA CO AIR PARK","KZ","39.224028:-121.003083"
"CALICO ROCK IZARD CO","KZ","36.164528:-92.144472"
"HOLLOMAN AFB","KHMN","32.852519:-106.106525"
"ALTUS QUARTZ MOUNTAIN RGNL","KZ","34.696389:-99.340278"
"ED CARLSON MEM FLD SOUTH LEWIS CO","KZ","46.477231:-122.806186"
"WETUMPKA MUNI","KZ","32.529438:-86.328222"
"SEWARD MUNI","KZ","40.864733:-97.109233"
"SIMMONS AAF","KFBG","35.131828:-78.936694"
"LAWRENCEVILLE BRUNSWICK MUNI","KZ","36.772833:-77.794250"
"SUPERIOR MUNI","KZ","40.046361:-98.060111"
"FORREST CITY MUNI","KZ","34.941997:-90.774964"
"STEVENS POINT MUNI","KZ","44.545244:-89.530283"
"WILLOW GROVE NAS JRB","KNXX","40.199833:-75.148167"
"SPRING RANCH","KZ","29.541894:-100.253131"
"BLACKWELL FLD","KZ","31.431139:-85.619222"
"WYANDOT COUNTY","KZ","40.883369:-83.314531"
"CHEYENNE RGNL JERRY OLSON FLD","KCYS","41.155722:-104.811839"
"PENN VALLEY","KZ","40.820557:-76.863892"
"FARIAS WHEEL","KZ","38.833244:-119.395994"
"PRICES","KZ","42.807614:-83.769906"
"PAINTSVILLE PRESTONSBURG COMBS FLD","KZ","37.745928:-82.779050"
"UNO MAS RANCH","KZ","28.205836:-99.134472"
"STOCKTON METROPOLITAN","KSCK","37.894167:-121.238306"
"HOT SPRINGS CO THERMOPOLIS MUNI","KZ","43.658289:-108.213156"
"BOONE CO","KZ","40.007264:-86.440556"
"CHARLESTON AFB INTL","KCHS","32.898647:-80.040528"
"WATERTOWN MUNI","KZ","43.169633:-88.723211"
"OXBOW RANCH","KZ","44.411825:-118.691336"
"RENO TAHOE INTL","KRNO","39.499108:-119.768108"
"RED WING RGNL","KZ","44.589356:-92.484969"
"QUAKERTOWN","KZ","40.435211:-75.381928"
"KETCHIKAN INTL","PAKT","55.355556:-131.713750"
"STAR CITY MUNI","KZ","33.926083:-91.877361"
"LOST HILLS KERN COUNTY","KZ","35.623572:-119.686240"
"HEBER CITY MUNI RUSS MCDONALD FLD","KZ","40.481806:-111.428806"
"LAKIN","KZ","37.969463:-101.255447"
"ANTELOPE CO","KZ","42.112228:-98.038678"
"WHITING FLD NAS SOUTH","KZ","30.704392:-87.022967"
"KEOKUK MUNI","KZ","40.459908:-91.428500"
"MOBRIDGE MUNI","KZ","45.546503:-100.407920"
"MARTHAS VINEYARD","KZ","41.393055:-70.614333"
"HARDY ANDERS FLD NATCHEZ ADAMS CO","KZ","31.613661:-91.297336"
"COUNCIL MUNI","KZ","44.749889:-116.446808"
"WILLOW RUN","KYIP","42.237928:-83.530408"
"YOAKUM CO","KZ","33.217278:-102.830222"
"PORTER CO MUNI","KVPZ","41.453967:-87.007072"
"SAN MAR GALE","KZ","39.458394:-84.131881"
"ELMIRA CORNING RGNL","KELM","42.159889:-76.891611"
"GANSNER FLD","KZ","39.943889:-120.945389"
"KARL STEFAN MEM","KZ","41.985464:-97.435112"
"ROGERS FLD","KZ","40.282353:-121.241169"
"VINTON VETERANS MEM ARPK","KZ","42.218625:-92.025928"
"KENNETT MEM","KZ","36.225861:-90.036642"
"PERRY CO","KZ","39.691597:-82.197786"
"SALEM LECKRONE","KZ","38.642872:-88.964186"
"HEREFORD MUNI","KZ","34.857758:-102.326414"
"GUNNISON CRESTED BUTTE RGNL","KZ","38.533944:-106.933028"
"PALOMA RANCH","KZ","32.905602:-112.900170"
"CAL BLACK MEMORIAL","KZ","37.442215:-110.569583"
"MORRIS MUNI","KZ","45.565969:-95.967186"
